snake_name,scientific_name,toxicity,size
Wagler's Sipo,Chironius scurrulus,unclear toxicity ??? unclear dangerousness,Length: up to 247.0 cm
South American Sipo,Chironius septentrionalis,unclear toxicity ??? unclear dangerousness,Length: unknown
Saint Vincent Racer,Chironius vincenti,unclear toxicity ??? unclear dangerousness,Length: up to 182.0 cm
Chapada Diamantina Snake,Chironius diamantina,unclear toxicity ??? unclear dangerousness,Length: unknown
Sipo,Chironius flavopictus,unclear toxicity ??? unclear dangerousness,Length: unknown
Yellow Headed Sipo,Chironius leucometapus,unclear toxicity ??? unclear dangerousness,Length: unknown
Spot Bellied Sipo,Chironius maculoventris,unclear toxicity ??? unclear dangerousness,Length: unknown
Sipo,Chironius spixii,unclear toxicity ??? unclear dangerousness,Length: unknown
Brazil's Sipo,Chironius brazili,unclear toxicity ??? unclear dangerousness,Length: unknown
Golden Flying Snake,Chrysopelea ornata,venomous 💀 considered harmless,Length: 20.0 to 175.0 cm
Paradise Tree Snake,Chrysopelea paradisi,venomous ?💀? unclear dangerousness,Length: up to 147.0 cm
Twin Barred Tree Snake,Chrysopelea pelias,venomous ?💀? unclear dangerousness,Length: up to 75.0 cm
Moluccan Flying Snake,Chrysopelea rhodopleuron,venomous ?💀? unclear dangerousness,Length: up to 140.0 cm
Indian Flying Snake,Chrysopelea taprobanica,venomous ?💀? unclear dangerousness,Length: up to 140.0 cm
Mussurana,Clelia clelia,venomous 💀💀 harmful bite,Length: 35.0 to 259.0 cm
Equatorial Mussurana,Clelia equatoriana,venomous 💀💀 harmful bite,Length: up to 224.0 cm
Underwood's Mussurana,Clelia errabunda,venomous 💀💀 harmful bite,Length: up to 166.0 cm
Hussam's Mussurana,Clelia hussami,venomous 💀💀 harmful bite,Length: up to 92.0 cm
Langer's Mussurana,Clelia langeri,venomous 💀💀 harmful bite,Length: up to 130.0 cm
Mussurana,Clelia plumbea,venomous 💀💀 harmful bite,Length: up to 171.6 cm
Mexican Snake Eater,Clelia scytalina,venomous 💀💀 harmful bite,Length: up to 154.0 cm
Kirtland's Red Snake,Clonophis kirtlandii,unclear toxicity ??? unclear dangerousness,Length: 13.0 to 62.0 cm
Reddish Rat Snake,Coelognathus erythrurus,unclear toxicity ??? unclear dangerousness,Length: up to 168.0 cm
Yellow Striped Snake,Coelognathus flavolineatus,unclear toxicity ??? unclear dangerousness,Length: up to 191.0 cm
Common Trinket Snake,Coelognathus helena,unclear toxicity ??? unclear dangerousness,Length: up to 170.0 cm
Copper Headed Trinket Snake,Coelognathus radiatus,unclear toxicity ??? unclear dangerousness,Length: 25.0 to 230.0 cm
Sunda Rat Snake,Coelognathus subradiatus,unclear toxicity ??? unclear dangerousness,Length: up to 196.0 cm
Enggano Rat Snake,Coelognathus enganensis,unclear toxicity ??? unclear dangerousness,Length: up to 142.0 cm
Reddish Rat Snake,Coelognathus philippinus,unclear toxicity ??? unclear dangerousness,Length: unknown
Mountain Dwarf Snake,Collorhabdium williamsoni,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Eastern Racer,Coluber constrictor,unclear toxicity ??? unclear dangerousness,Length: 25.0 to 196.0 cm
Nguyenvansang’s Snake,Colubroelaps nguyenvansangi,unclear toxicity ??? unclear dangerousness,Length: unknown
Madagascar Bighead Snake,Compsophis albiventris,unclear toxicity ??? unclear dangerousness,Length: up to 17.0 cm
Boulenger's Forest Snake,Compsophis boulengeri,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Mahajanga Big Headed Snake,Compsophis fatsibe,unclear toxicity ??? unclear dangerousness,Length: up to 62.0 cm
Lined Forest Snake,Compsophis infralineatus,unclear toxicity ??? unclear dangerousness,Length: up to 93.0 cm
Ranomafana Big Headed Snake,Compsophis laphystius,unclear toxicity ??? unclear dangerousness,Length: up to 62.0 cm
Andasibe Big Headed Snake,Compsophis vinckei,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Fianarantsoa Big Headed Snake,Compsophis zeny,unclear toxicity ??? unclear dangerousness,Length: up to 28.0 cm
Chiapan Stripeless Snake,Coniophanes alvarezi,venomous 💀 considered harmless,Length: up to 52.0 cm
San Andres Snake,Coniophanes andresensis,venomous 💀 considered harmless,Length: up to 72.0 cm
Two Spotted Snake,Coniophanes bipunctatus,venomous 💀 considered harmless,Length: up to 75.0 cm
Peters' Running Snake,Coniophanes dromiciformis,venomous 💀 considered harmless,Length: up to 44.0 cm
Yellowbelly Snake,Coniophanes fissidens,venomous 💀 considered harmless,Length: up to 80.0 cm
Black Striped Snake,Coniophanes imperialis,venomous 💀 considered harmless,Length: up to 55.0 cm
Panamanian Black Striped Snake,Coniophanes joanae,venomous 💀 considered harmless,Length: up to 37.0 cm
Stripeless Snake,Coniophanes lateritius,venomous 💀 considered harmless,Length: up to 60.0 cm
Peruvian Black Striped Snake,Coniophanes longinquus,venomous 💀 considered harmless,Length: up to 42.0 cm
Black Headed Stripeless Snake,Coniophanes melanocephalus,venomous 💀 considered harmless,Length: unknown
Peninsular Stripeless Snake,Coniophanes meridanus,venomous 💀 considered harmless,Length: up to 50.0 cm
Michoacan Black Striped Snake,Coniophanes michoacanensis,venomous 💀 considered harmless,Length: unknown
Cope's Black Striped Snake,Coniophanes piceivittis,venomous 💀 considered harmless,Length: up to 57.0 cm
Five Striped Snake,Coniophanes quinquevittatus,venomous 💀 considered harmless,Length: up to 74.0 cm
Schmidt's Black Striped Snake,Coniophanes schmidti,venomous 💀 considered harmless,Length: up to 57.0 cm
Taylor's Striped Snake,Coniophanes taylori,venomous 💀 considered harmless,Length: unknown
Road Guarder,Conophis lineatus,venomous 💀💀 harmful bite,Length: up to 120.0 cm
Morai Road Guarder,Conophis morai,venomous 💀💀 harmful bite,Length: up to 66.0 cm
Striped Road Guarder,Conophis vittatus,venomous 💀💀 harmful bite,Length: up to 85.0 cm
Spotted Tolucan Earth Snake,Conopsis acuta,unclear toxicity ??? unclear dangerousness,Length: unknown
Twin Spotted Tolucan Ground Snake,Conopsis amphisticha,unclear toxicity ??? unclear dangerousness,Length: up to 27.0 cm
Two Lined Mexican Earth Snake,Conopsis biserialis,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Lined Tolucan Ground Snake,Conopsis lineata,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
San Felipe Ground Snake,Conopsis megalodon,unclear toxicity ??? unclear dangerousness,Length: up to 27.0 cm
Largenose Earth Snake,Conopsis nasus,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Forest Sharp Tailed Snake,Contia longicaudae,unclear toxicity ??? unclear dangerousness,Length: unknown
Sharptail Snake,Contia tenuis,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Ringed Tree Boa,Corallus annulatus,non-venomous ---,Length: up to 173.0 cm
Bates' Tree Boa,Corallus batesii,non-venomous ---,Length: unknown
Ecuadorian Annulated Tree Boa,Corallus blombergi,non-venomous ---,Length: unknown
Emerald Tree Boa,Corallus caninus,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 300.0 cm
Cook's Tree Boa,Corallus cookii,non-venomous ---,Length: up to 170.0 cm
Cropan's Tree Boa,Corallus cropanii,non-venomous ---,Length: up to 150.0 cm
Amazon Tree Boa,Corallus hortulana,non-venomous 🐍🐍 constrictor – harmful,Length: up to 213.0 cm
Central American Tree Boa,Corallus ruschenbergerii,non-venomous ---,Length: up to 256.0 cm
Grenadian Tree Boa,Corallus grenadensis,non-venomous ---,Length: up to 160.0 cm
Crowned Burrowing Snake,Coronelaps lepidus,unclear toxicity ??? unclear dangerousness,Length: up to 56.0 cm
Smooth Snake,Coronella austriaca,unclear toxicity ??? unclear dangerousness,Length: 12.0 to 90.0 cm
Indian Smooth Snake,Coronella brachyura,unclear toxicity ??? unclear dangerousness,Length: up to 60.0 cm
Southern Smooth Snake,Coronella girondica,unclear toxicity ??? unclear dangerousness,Length: 12.0 to 95.0 cm
Dunn's Road Guarder,Crisantophis nevermanni,unclear toxicity ??? unclear dangerousness,Length: up to 85.0 cm
Eastern Diamondback Rattlesnake,Crotalus adamanteus,venomous 💀💀💀💀 very dangerous bite,Length: 30.0 to 251.0 cm
Queretaran Dusky Rattlesnake,Crotalus aquilus,venomous 💀💀💀💀 very dangerous bite,Length: 15.0 to 68.0 cm
Western Diamondback Rattlesnake,Crotalus atrox,venomous 💀💀💀💀 very dangerous bite,Length: 30.0 to 234.0 cm
Mexican West Coast Rattlesnake,Crotalus basiliscus,venomous 💀💀💀💀 very dangerous bite,Length: 35.0 to 205.0 cm
Santa Catalina Island Rattlesnake,Crotalus catalinensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 73.0 cm
Sidewinder Rattlesnake,Crotalus cerastes,venomous 💀💀💀💀 very dangerous bite,Length: 12.0 to 82.0 cm
Arizona Black Rattlesnake,Crotalus cerberus,venomous 💀💀💀💀 very dangerous bite,Length: up to 130.0 cm
North Western Neotropical Rattlesnake,Crotalus culminatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 180.0 cm
South American Rattlesnake,Crotalus durissus,venomous 💀💀💀💀 very dangerous bite,Length: 30.0 to 200.0 cm
Baja California Rattlesnake,Crotalus enyo,venomous 💀💀💀💀 very dangerous bite,Length: 18.0 to 90.0 cm
Guerreran Long Tailed Rattlesnake,Crotalus ericsmithi,venomous 💀💀💀💀 very dangerous bite,Length: up to 54.0 cm
Timber Rattlesnake,Crotalus horridus,venomous 💀💀💀💀 very dangerous bite,Length: 25.0 to 190.0 cm
Mexican Small Headed Rattlesnake,Crotalus intermedius,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 60.0 cm
Autlán Long Tailed Rattlesnake,Crotalus lannomi,venomous 💀💀💀💀 very dangerous bite,Length: up to 64.0 cm
Mottled Rock Rattlesnake,Crotalus lepidus,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 85.0 cm
San Lucan Speckled Rattlesnake,Crotalus mitchellii,venomous 💀💀💀💀 very dangerous bite,Length: 30.0 to 136.0 cm
Northern Black Tailed Rattlesnake,Crotalus molossus,venomous 💀💀💀💀 very dangerous bite,Length: 25.0 to 140.0 cm
Northern Pacific Rattlesnake,Crotalus oreganus,venomous 💀💀💀💀 very dangerous bite,Length: up to 162.0 cm
Mexican Lancehead Rattlesnake,Crotalus polystictus,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 100.0 cm
Western Twin Spotted Rattlesnake,Crotalus pricei,venomous 💀💀💀 dangerous bite,Length: 20.0 to 66.0 cm
Tancitaran Dusky Rattlesnake,Crotalus pusillus,venomous 💀💀💀 dangerous bite,Length: 17.0 to 70.0 cm
Mexican Pygmy Rattlesnake,Crotalus ravus,venomous 💀💀💀💀 very dangerous bite,Length: up to 72.0 cm
Red Diamond Rattlesnake,Crotalus ruber,venomous 💀💀💀💀 very dangerous bite,Length: 30.0 to 183.0 cm
Mohave Rattlesnake,Crotalus scutulatus,venomous 💀💀💀💀 very dangerous bite,Length: 22.0 to 137.3 cm
Central American Rattlesnake,Crotalus simus,venomous 💀💀💀💀 very dangerous bite,Length: up to 180.0 cm
Sinaloan Long Tailed Rattlesnake,Crotalus stejnegeri,venomous 💀💀💀💀 very dangerous bite,Length: up to 73.0 cm
Panamint Rattlesnake,Crotalus stephensi,venomous 💀💀💀💀 very dangerous bite,Length: up to 94.0 cm
Tancítaro Mountain Cross Banded Rattlesnake,Crotalus tancitarensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 41.0 cm
Tiger Rattlesnake,Crotalus tigris,venomous 💀💀💀 dangerous bite,Length: 23.0 to 90.0 cm
Totonacan Rattlesnake,Crotalus totonacus,venomous 💀💀💀💀 very dangerous bite,Length: up to 167.0 cm
Cross Banded Mountain Rattlesnake,Crotalus transversus,venomous 💀💀💀💀 very dangerous bite,Length: up to 47.0 cm
Mexican Dusky Rattlesnake,Crotalus triseriatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 68.0 cm
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,venomous 💀💀💀💀 very dangerous bite,Length: up to 180.0 cm
Prairie Rattlesnake,Crotalus viridis,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 160.0 cm
Arizona Ridgenose Rattlesnake,Crotalus willardi,venomous 💀💀💀💀 very dangerous bite,Length: 15.0 to 80.0 cm
Mexican Dusky Rattlesnake,Crotalus armstrongi,venomous 💀💀💀 dangerous bite,Length: up to 61.0 cm
Campbell's Rattlesnake,Crotalus campbelli,venomous 💀💀💀 dangerous bite,Length: unknown
Pecos Rattlesnake,Crotalus ornatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 130.0 cm
Tláloc Rattlesnake,Crotalus tlaloci,venomous 💀💀💀💀 very dangerous bite,Length: unknown
Uracoan Rattlesnake,Crotalus vegrandis,venomous 💀💀💀💀 very dangerous bite,Length: up to 105.0 cm
Angel De La Guarda Island Speckled Rattlesnake,Crotalus angelensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 141.0 cm
San Esteban Island Rattlesnake,Crotalus estebanensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 90.0 cm
San Lorenzo Island Rattlesnake,Crotalus lorenzoensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 90.0 cm
Tamaulipan Rock Rattlesnake,Crotalus morulus,venomous 💀💀💀💀 very dangerous bite,Length: up to 75.0 cm
Southwestern Speckled Rattlesnake,Crotalus pyrrhus,venomous 💀💀💀💀 very dangerous bite,Length: up to 111.0 cm
Horsehead Island Speckled Rattlesnake,Crotalus polisi,venomous 💀💀💀💀 very dangerous bite,Length: unknown
Barotse Water Snake,Crotaphopeltis barotseensis,venomous ?💀? unclear dangerousness,Length: up to 62.0 cm
Tana Herald Snake,Crotaphopeltis braestrupi,venomous ?💀? unclear dangerousness,Length: up to 67.0 cm
Yellow Flanked Snake,Crotaphopeltis degeni,venomous ?💀? unclear dangerousness,Length: up to 69.0 cm
West African Herald Snake,Crotaphopeltis hippocrepis,venomous ?💀? unclear dangerousness,Length: up to 75.0 cm
Red Lipped Snake,Crotaphopeltis hotamboeia,venomous 💀💀 harmful bite,Length: 13.0 to 102.0 cm
Werner's Water Snake,Crotaphopeltis tornieri,venomous ?💀? unclear dangerousness,Length: up to 63.0 cm
Hallberg's Cloud Forest Snake,Cryophis hallbergi,unclear toxicity ??? unclear dangerousness,Length: up to 73.0 cm
Small Eyed Snake,Cryptophis nigrescens,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Carpentaria Whip Snake,Cryptophis boschmai,venomous 💀💀💀💀 very dangerous bite,Length: up to 57.0 cm
Pink Snake,Cryptophis incredibilis,venomous 💀💀💀💀 very dangerous bite,Length: up to 42.0 cm
Black Striped Snake,Cryptophis nigrostriatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 62.0 cm
Northern Small Eyed Snake,Cryptophis pallidiceps,venomous 💀💀💀💀 very dangerous bite,Length: up to 65.0 cm
Maisi Blind Snake,Cubatyphlops anchaurus,non-venomous ---,Length: unknown
Cuban Pallid Blind Snake,Cubatyphlops anousius,non-venomous ---,Length: unknown
Cuban Giant Blind Snake,Cubatyphlops arator,non-venomous ---,Length: unknown
Bahaman Slender Blind Snake,Cubatyphlops biminiensis,non-venomous ---,Length: unknown
Grand Cayman Blindsnake,Cubatyphlops caymanensis,non-venomous ---,Length: unknown
Cuban Short Nosed Blind Snake,Cubatyphlops contorhinus,non-venomous ---,Length: unknown
Cayman Brac Blind Snake,Cubatyphlops epactius,non-venomous ---,Length: unknown
Goliath Blind Snake,Cubatyphlops golyathi,non-venomous ---,Length: unknown
Imias Blind Snake,Cubatyphlops notorachius,non-venomous ---,Length: unknown
Guantanamo Bay Blind Snake,Cubatyphlops perimychus,non-venomous ---,Length: unknown
Cienfuegos Blind Snake,Cubatyphlops satelles,non-venomous ---,Length: unknown
Great Inagua Slender Blind Snake,Cubatyphlops paradoxus,non-venomous ---,Length: unknown
Cuban Racer,Cubophis cantherigerus,unclear toxicity ??? unclear dangerousness,Length: up to 170.0 cm
Grand Cayman Racer,Cubophis caymanus,unclear toxicity ??? unclear dangerousness,Length: up to 170.0 cm
Cayman Brac Racer,Cubophis fuscicauda,unclear toxicity ??? unclear dangerousness,Length: up to 170.0 cm
Little Cayman Racer,Cubophis ruttyi,unclear toxicity ??? unclear dangerousness,Length: up to 170.0 cm
Bahamian Racer,Cubophis vudii,venomous 💀💀 harmful bite,Length: up to 120.0 cm
Swan Island Racer,Cubophis brooksi,unclear toxicity ??? unclear dangerousness,Length: unknown
Reinhardt's Lined Snake,Cyclocorus lineatus,unclear toxicity ??? unclear dangerousness,Length: up to 65.0 cm
Southern Triangle Spotted Snake,Cyclocorus nuchalis,unclear toxicity ??? unclear dangerousness,Length: up to 60.0 cm
Deharveng’s Blind Snake,Cyclotyphlops deharvengi,non-venomous ---,Length: unknown
Aru Cylinder Snake,Cylindrophis aruensis,non-venomous ---,Length: up to 17.0 cm
Boulenger's Pipe Snake,Cylindrophis boulengeri,non-venomous ---,Length: up to 55.0 cm
Engkari Pipe Snake,Cylindrophis engkariensis,non-venomous ---,Length: up to 48.5 cm
Jampea Island Pipe Snake,Cylindrophis isolepis,non-venomous ---,Length: up to 43.0 cm
Blanford's Pipe Snake,Cylindrophis lineatus,non-venomous ---,Length: up to 59.3 cm
Ceylonese Cylinder Snake,Cylindrophis maculatus,non-venomous ---,Length: 10.5 to 35.0 cm
Black Pipe Snake,Cylindrophis melanotus,non-venomous ---,Length: unknown
Island Pipe Snake,Cylindrophis opisthorhodus,non-venomous ---,Length: up to 23.0 cm
Red Tailed Pipe Snake,Cylindrophis ruffus,non-venomous ---,Length: 20.0 to 100.0 cm
Yamdena Pipe Snake,Cylindrophis yamdena,non-venomous ---,Length: up to 62.8 cm
Burmese Pipe Snake,Cylindrophis burmanus,non-venomous ---,Length: unknown
Jodi's Pipe Snake,Cylindrophis jodiae,non-venomous ---,Length: unknown
Kopstein's Pipe Snake,Cylindrophis subocularis,non-venomous ---,Length: unknown
Palestine Viper,Daboia palaestinae,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 180.0 cm
Russell's Viper,Daboia russelii,venomous 💀💀💀💀 very dangerous bite,Length: 24.0 to 185.0 cm
Eastern Russell's Viper,Daboia siamensis,venomous 💀💀💀💀 very dangerous bite,Length: 21.5 to 170.0 cm
Moorish Viper,Daboia mauritanica,venomous 💀💀💀💀 very dangerous bite,Length: up to 181.0 cm
